Lat,Lon,secDay,Water temp (C),Salinity (PSU),O2 umol/L,Chl a (mg/m3),sw pCO2 (uatm)
43.722783,-70.146555,62782,1.614234,31.579309999999996,781.933779,0.9893850000000001,225.7698
43.722766,-70.146574,62802,1.61107,31.579296999999997,781.9711269999999,0.987358,224.994087
43.722749,-70.14652199999999,62822,1.58368,31.579959999999996,782.048451,0.9861690000000001,225.73176
43.722696,-70.14649399999999,62842,1.557424,31.579669,782.012473,0.981842,225.045116
43.722646999999995,-70.14652,62862,1.558745,31.579867,781.9551349999999,0.976498,225.00708799999998
43.72265,-70.14652,62882,1.5956489999999999,31.578975,781.915176,0.970462,225.372147
43.722640999999996,-70.146663,62902,1.6068040000000001,31.578378000000004,782.0229879999999,0.978833,224.58031699999998
43.7225,-70.146845,62922,1.5919530000000002,31.579140000000002,781.8669570000001,0.9853540000000001,225.01597
43.72234,-70.147065,62942,1.5810110000000002,31.581015,781.3113089999999,0.990553,224.34781600000002
43.72217,-70.147267,62962,1.596048,31.584887,780.005269,0.983181,224.435462
43.722112,-70.14748900000001,62982,1.6655330000000002,31.594001000000002,778.556652,0.973622,224.93546899999998
43.722132,-70.147596,63002,1.7505950000000001,31.601937,777.23196,0.9617370000000001,224.28420099999997
43.722101,-70.14756,63022,1.8175290000000002,31.609575,776.5740910000001,0.9456200000000001,225.13925
43.72208,-70.147564,63042,1.835073,31.610715000000003,776.284124,0.936016,227.167094
43.722093,-70.147696,63062,1.824974,31.611316,776.2867669999999,0.9318559999999999,229.25166600000003
43.722143,-70.147873,63082,1.8287209999999998,31.613432,776.406656,0.9310229999999999,230.48067400000002
43.722223,-70.14796899999999,63102,1.8529799999999998,31.614728999999997,776.5682780000001,0.930891,232.317877
43.722271,-70.147958,63122,1.852696,31.614019,776.738879,0.928959,232.901232
43.722284,-70.147922,63142,1.851186,31.612375,776.819919,0.932134,233.66383
43.722275,-70.14787,63162,1.857494,31.610868,776.75075,0.9333020000000001,233.329565
43.722242,-70.147803,63182,1.8494560000000002,31.610795,776.537083,0.93534,233.06222999999997
43.722249,-70.147737,63202,1.8395290000000002,31.612445,776.2115759999999,0.9334120000000001,233.44915600000002
43.722291,-70.14769100000001,63222,1.852097,31.610914,776.142471,0.933633,233.46375299999997
43.722291999999996,-70.147645,63242,1.830798,31.608132,776.341407,0.93489,233.61584700000003
43.722260999999996,-70.14757,63262,1.8147830000000003,31.608209999999996,776.5567139999999,0.93963,235.853239
43.722284,-70.14751,63282,1.812813,31.608738,776.752824,0.9437049999999999,235.92791
43.722313,-70.147467,63302,1.820682,31.606544,776.918276,0.942841,234.554804
43.722348,-70.147474,63322,1.802963,31.603677,777.222794,0.9418040000000001,234.29987599999998
43.722437,-70.147613,63342,1.787016,31.602752000000002,777.535644,0.9432790000000001,235.448533
43.722534,-70.147803,63362,1.7945200000000001,31.600833,777.7909480000001,0.9470790000000001,234.74394500000002
43.722654,-70.147995,63382,1.79703,31.601043,777.924939,0.94936,233.564198
43.722773,-70.14816,63402,1.811582,31.601845,777.94848,0.95086,232.734641
43.722844,-70.14824499999999,63422,1.798416,31.601353999999997,777.900591,0.950002,232.175079
43.722863000000004,-70.148223,63442,1.8096150000000002,31.600596999999997,778.021042,0.948275,232.09453399999998
43.722888,-70.148163,63462,1.784984,31.600896999999996,778.1348370000001,0.9459690000000001,232.029558
43.722933000000005,-70.14811800000001,63482,1.78575,31.601128000000003,778.231125,0.945166,231.733365
43.722954,-70.148036,63502,1.777797,31.598535,778.3824599999999,0.951089,232.31536200000002
