max_wave_height,min_wave_height,period,phase_shift
2.7569160000000004,0.118872,44940.0,73200.0
3.0342840000000004,-0.16154400000000002,46260.0,80040.0
2.977896,0.140208,45240.0,59580.0
3.1089599999999997,-0.047243999999999994,45540.0,51000.0
2.6670000000000003,0.49072800000000005,45480.0,49680.0
